,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,campaign_site
313,H6CA34229,"EDWARDS, ADRIENNE",DEM,CA,34,House,California,Democrat,http://www.edwardsforcalifornia.com
314,H8CA34134,"CARMONA, ARTURO",DEM,CA,34,House,California,Democrat,http://arturoforcongress.com/
315,H8CA34142,"HERNANDEZ, SARA",DEM,CA,34,House,California,Democrat,https://www.sarahernandezforcongress.com/
316,H8CA34183,"CABILDO, MARIA",DEM,CA,34,House,California,Democrat,http://www.mariacabildoforcongress.com/
317,H8CA34191,"MENDOZA, SANDRA",DEM,CA,34,House,California,Democrat,https://www.sandramendoza.org/
318,H8CA34258,"AHN, ROBERT LEE",DEM,CA,34,House,California,Democrat,http://ahnforcongress.com/
319,H8CA34266,"GOMEZ, JIMMY",DEM,CA,34,House,California,Democrat,https://jimmygomezforcongress.com/
320,H0CA34149,"WRIGHT, JOANNE",REP,CA,34,House,California,Republican,https://joannewrightforcongress.com/
321,H0CA34123,"PITTMAN, SHANNEL MS",GRE,CA,34,House,California,Green,http://electshannel.com/
322,H6CA34237,"MEJIA, KENNETH",GRE,CA,34,House,California,Green,http://kennethmejiaforcongress.nationbuilder.com/
323,H4CA35031,"TORRES, NORMA",DEM,CA,35,House,California,Democrat,https://normatorres.com/
325,H0CA35146,"CARGILE, MIKE",REP,CA,35,House,California,Republican,https://cargileforcongress.com/
327,H2CA36439,"RUIZ, RAUL DR.",DEM,CA,36,House,California,Democrat,https://drraulruiz.com/
328,H0CA36177,"RUIZ, RAUL",REP,CA,36,House,California,Republican,https://drraulruiz.com/
332,H0CA33117,"BASS, KAREN",DEM,CA,37,House,California,Democrat,http://www.karenbass.com/
333,H0CA37167,"WEBBER, ERROL MR.",REP,CA,37,House,California,Republican,https://www.webber2020.com/
335,H0CA37175,"THOMPSON, LARRY",NPA,CA,37,House,California,Other,http://www.larrythompsonforcongress.com/
336,H2CA39078,"SANCHEZ, LINDA",DEM,CA,38,House,California,Democrat,https://VoteForLinda.com
337,H2CA39136,"CHEN, JAY",DEM,CA,39,House,California,Democrat,http://www.chenforcongress.com/
342,H8CA39182,"THORBURN, ANDY",DEM,CA,39,House,California,Democrat,https://www.thorburnforcongress.com/
344,H2CA46123,"CULLUM, JOHN J",REP,CA,39,House,California,Republican,http://www.vote4cullum.com/
346,H8CA39240,"KIM, YOUNG",REP,CA,39,House,California,Republican,https://www.youngkimforcongress.com/
347,H0CA40120,"FELIX, ANTHONY DR. JR.",DEM,CA,40,House,California,Democrat,https://2020af.com/
348,H2CA33048,"ROYBAL-ALLARD, LUCILLE",DEM,CA,40,House,California,Democrat,http://lucilleforcongress.com/
349,H0CA40138,"DELGADO, ANTONIO",REP,CA,40,House,California,Republican,https://delgadoforcongress.com/
350,H8CA40206,"CORTES BARRAGAN, RODOLFO",GRE,CA,40,House,California,Green,https://rodolfo2020.com/
352,H0CA49113,"WILLIAMS, GRACE I DR",DEM,CA,41,House,California,Democrat,https://www.drgraceforcongress.com/
353,H2CA43245,"TAKANO, MARK",DEM,CA,41,House,California,Democrat,http://www.marktakano.com/
355,H8CA41170,"SMITH, AJA",REP,CA,41,House,California,Republican,https://www.ajasmithforcongress.com/
356,H0CA42217,"O'MARA, WILLIAM EDWARD DR IV",DEM,CA,42,House,California,Democrat,https://www.liamomara.org/
357,H0CA42233,"MARSTON, REGINA L MRS",DEM,CA,42,House,California,Democrat,https://reginamarston.com/
358,H4CA42086,"SHERIDAN, TIMOTHY J",DEM,CA,42,House,California,Democrat,http://sheridanforcongress.com/
359,H8CA42228,"PEACOCK, JULIA C.",DEM,CA,42,House,California,Democrat,http://juliapeacockforcongress.com
361,H2CA37023,"CALVERT, KEN",REP,CA,42,House,California,Republican,https://www.calvertforcongress.com
362,H4CA23011,"WATERS, MAXINE",DEM,CA,43,House,California,Democrat,https://maxinewatersforcongress.com/
363,H0CA43108,"COLLINS, JOE",REP,CA,43,House,California,Republican,https://www.joecollinsforcongress.com/
364,H6CA44145,"NAVARRO, OMAR",REP,CA,43,House,California,Republican,https://OmarNavarro.com
367,H6CA44103,"BARRAGAN, NANETTE",DEM,CA,44,House,California,Democrat,http://barraganforcongress.com/
369,H0CA44189,"EARLEY, BILLY",REP,CA,44,House,California,Republican,https://www.billyearleyforcongress.com/
370,H0CA45145,"PAI, ADITYA",DEM,CA,45,House,California,Democrat,https://www.paifor45.com/
371,H2CA48095,"VARASTEH, RON",DEM,CA,45,House,California,Democrat,http://www.ronvarasteh.com/
372,H4CA49107,"LEAVENS, DREW EUGENE",DEM,CA,45,House,California,Democrat,https://drewstokesbary.com/
373,H8CA45130,"PORTER, KATHERINE",DEM,CA,45,House,California,Democrat,https://katieporter.com/
374,H8CA45189,"FORDE, BRIAN",DEM,CA,45,House,California,Democrat,https://forde.com
375,H0CA45087,"SEDGWICK, DONALD M",REP,CA,45,House,California,Republican,https://sedgwickforcongress.com
376,H0CA45095,"HUANG, PEGGY",REP,CA,45,House,California,Republican,https://www.peggyforcongress.com/home
379,H0CA45129,"SPARKS, LISA",REP,CA,45,House,California,Republican,https://www.drlisasparks.com/
380,H0CA45160,"GONZALES, CHRISTOPHER JOHN",REP,CA,45,House,California,Republican,https://gonzalesforcongress.com/
381,H4CA45089,"RATHS, GREGORY GERARD",REP,CA,45,House,California,Republican,https://gregraths.com/
382,H4CA45097,"WALTERS, MIMI",REP,CA,45,House,California,Republican,https://mimiwalters.com
383,H0CA46085,"MENDIOLEA, PABLO",DEM,CA,46,House,California,Democrat,https://www.vote4pablo.com/
384,H6CA46116,"CORREA, LOU",DEM,CA,46,House,California,Democrat,https://www.loucorrea.com/
385,H6CA46157,"DUNN, JOSEPH",DEM,CA,46,House,California,Democrat,https://joedunnforcongress.com
386,H0CA46077,"WATERS, JAMES STEVENS",REP,CA,46,House,California,Republican,https://www.haleystevensforcongress.com/
388,H0CA47166,"MATHEWS, PETER",DEM,CA,47,House,California,Democrat,https://www.petermathewsforcongress.org/
389,H2CA00104,"LOWENTHAL, ALAN",DEM,CA,47,House,California,Democrat,http://www.alanlowenthal.com/
391,H0CA47141,"WEST, AMY PHAN",REP,CA,47,House,California,Republican,https://amyphanwestforcongress.com/
392,H4CA47069,"WHALLON, ANDREW",REP,CA,47,House,California,Republican,http://www.andywhallon.com/
393,H8CA47060,"CLIFFORD, DAVID",REP,CA,47,House,California,Republican,https://davidcliffordforcongress.com
394,H8CA47078,"BRISCOE, JOHN",REP,CA,47,House,California,Republican,https://johnbriscoe.us/
395,H6CA48237,"SAVARY, SUZANNE JOYCE",DEM,CA,48,House,California,Democrat,http://www.drsuesavary.com/
396,H8CA48035,"ROUDA, HARLEY E JR",DEM,CA,48,House,California,Democrat,https://harleyforcongress.com/
397,H8CA48043,"OATMAN, LAURA",DEM,CA,48,House,California,Democrat,https://oatmanforcongress.com/
399,H8CA48084,"SIDDIQUI, OMAR A.",DEM,CA,48,House,California,Democrat,https://omarinthehouse.com/
401,H0CA48172,"BURLEY, BRIAN J MR.",REP,CA,48,House,California,Republican,https://www.brianburley.com/
402,H0CA48198,"STEEL, MICHELLE",REP,CA,48,House,California,Republican,https://www.michellesteelca.com/
408,H8CA49058,"LEVIN, MIKE",DEM,CA,49,House,California,Democrat,https://mikelevin.org/
409,H8CA49074,"JACOBS, SARA",DEM,CA,49,House,California,Democrat,https://sarajacobsforca.com/
414,H8CA49108,"MARYOTT, BRIAN L MR",REP,CA,49,House,California,Republican,https://maryottforcongress.com/
415,H8CA49132,"SCHMITT, MICHAEL D",REP,CA,49,House,California,Republican,https://www.colinschmitt.com
420,H8CA50098,"CAMPA-NAJJAR, AMMAR",DEM,CA,50,House,California,Democrat,http://www.campacampaign.com
421,H0CA50111,"WILSKE, LARRY A MR.",REP,CA,50,House,California,Republican,http://www.wilskeforcongress.com/
422,H0CA50129,"ABED, SAM",REP,CA,50,House,California,Republican,http://samabedforcongress.com/
423,H0CA50145,"DEMAIO, CARL",REP,CA,50,House,California,Republican,http://www.carldemaio.com/
424,H0CA50178,"ISSA, DARRELL",REP,CA,50,House,California,Republican,http://www.darrellissa.com/
425,H8CA50163,"WELLS, WILLIAM DANIEL",REP,CA,50,House,California,Republican,https://danielrosenthal.nyc
426,H8CA52037,"JONES, BRIAN W",REP,CA,50,House,California,Republican,http://www.electbrianjones.com
427,H8CA52052,"HUNTER, DUNCAN D",REP,CA,50,House,California,Republican,http://www.hunterforcongress.com/
428,H0CA50137,"EDICK, DAVID DANIEL JR",NNE,CA,50,House,California,Other,http://www.danielzolnikov.com
429,H2CA50026,"VARGAS, JUAN CARLOS",DEM,CA,51,House,California,Democrat,https://votevargas.com/
430,H0CA51051,"RODRIGUEZ, SAUL ALEJANDRO",REP,CA,51,House,California,Republican,https://vote4alejandro.com/
431,H8CA51054,"RENISON, JOHN",REP,CA,51,House,California,Republican,http://www.johnrenison.com/
432,H8CA51062,"HIDALGO, JUAN",REP,CA,51,House,California,Republican,http://hidalgoforcongress.com/
433,H0CA52067,"CASADY, NANCY LEE",DEM,CA,52,House,California,Democrat,https://casadyforcongress.com/
434,H2CA52089,"PETERS, SCOTT",DEM,CA,52,House,California,Democrat,http://www.scottpeters.com/
435,H0CA52083,"DEBELLO, JAMES",REP,CA,52,House,California,Republican,https://debellocongress.com/
436,H4CA52051,"DEMAIO, CARL",REP,CA,52,House,California,Republican,http://www.carldemaio.com/
441,H0CA53073,"RAMON CABALLERO, JOSE IIII",DEM,CA,53,House,California,Democrat,https://www.joseforcongress.us/
442,H0CA53081,"VAZQUEZ, JOAQUIN",DEM,CA,53,House,California,Democrat,https://www.vazquezforcongress.com/
443,H0CA53099,"FIELDS, ZACK",DEM,CA,53,House,California,Democrat,https://zackforalaska.blogspot.com
444,H0CA53107,"GOMEZ, GEORGETTE",DEM,CA,53,House,California,Democrat,https://georgettegomez.org/
445,H0CA53115,"JACOBS, SARA",DEM,CA,53,House,California,Democrat,https://sarajacobsforca.com/
446,H0CA53123,"GOLDBECK, JANESSA",DEM,CA,53,House,California,Democrat,https://janessagoldbeck.com/
448,H0CA53164,"MEZA, ANNETTE",DEM,CA,53,House,California,Democrat,https://www.annettemeza.com/
449,H0CA53172,"BROOKS II, JOHN L",DEM,CA,53,House,California,Democrat,https://johnbrooksforcongress.com/
450,H0CA53180,"KUTNER, ERIC ROGER",DEM,CA,53,House,California,Democrat,https://kutnercongress.com/
451,H0CA53222,"FOUNTAIN, JOSEPH DR.",DEM,CA,53,House,California,Democrat,https://www.fountainforcongress.com/
452,H0CA53230,"WONG, TOM K",DEM,CA,53,House,California,Democrat,https://www.tomwongforcongress.com/
453,H0CA53248,"SANTORI, SUZETTE",DEM,CA,53,House,California,Democrat,http://suzettesantori.com/
456,H0CO01136,"DURAN, CRISANTA DESIRAE",DEM,CO,1,House,Colorado,Democrat,http://duranforcolorado.com
457,H6CO01141,"DEGETTE, DIANA L",DEM,CO,1,House,Colorado,Democrat,https://degette.com
458,H8CO01113,"HUDSON HALE, MICHELLE R",DEM,CO,1,House,Colorado,Democrat,https://richardhudson.org
460,H8CO02160,"NEGUSE, JOSEPH",DEM,CO,2,House,Colorado,Democrat,https://www.joeneguseforcongress.com/
462,H0CO02225,"WINN, CHARLES E. DR",REP,CO,2,House,Colorado,Republican,https://www.winnforcolorado.com/
463,H8CO02269,"BARRIS, ROGER",LIB,CO,2,House,Colorado,Libertarian,http://barris4congress.com/
464,H0CO03132,"VALDEZ, DONALD",DEM,CO,3,House,Colorado,Democrat,http://valdezforco.com/
465,H0CO03157,"IACINO, JAMES",DEM,CO,3,House,Colorado,Democrat,https://jamesforcolorado.com/
466,H8CO03192,"MITSCH BUSH, DIANE MS.",DEM,CO,3,House,Colorado,Democrat,http://www.dianeforcolorado.com/
467,H8CO03234,"ROUTLEDGE, ROOT",DEM,CO,3,House,Colorado,Democrat,http://rootforcitizencongressman.org/
468,H0CO03165,"BOEBERT, LAUREN",REP,CO,3,House,Colorado,Republican,https://laurenforcolorado.com/
469,H6CO03139,"TIPTON, SCOTT R.",REP,CO,3,House,Colorado,Republican,http://votetipton.com
470,H0CO03173,"MILTON, CHRISTOPHER HAWKINS CRITTER",UNI,CO,3,House,Colorado,Other,https://crittermilton.com/
471,H0CO04197,"MCCORKLE, ISAAC IAN",DEM,CO,4,House,Colorado,Democrat,https://ike4co.com/
472,H8CO04083,"KOHNE, STEVEN CHASE DR.",DEM,CO,4,House,Colorado,Democrat,https://www.muhammadforcongress.org/
473,H8CO04091,"MCCORMICK, KAREN A DVM",DEM,CO,4,House,Colorado,Democrat,https://karenforco.com/
474,H0CO04122,"GARDNER, CORY",REP,CO,4,House,Colorado,Republican,https://www.corygardnerforsenate.com/
475,H4CO04090,"BUCK, KENNETH R",REP,CO,4,House,Colorado,Republican,http://www.buckforcolorado.com/
476,H0CO05129,"FREELAND, JILLIAN",DEM,CO,5,House,Colorado,Democrat,https://jillianfreeland.com/
477,H0CO05145,"LUCAS, RYAN",DEM,CO,5,House,Colorado,Democrat,https://ryanlucasforcolorado.com/
478,H8CO05130,"SPAULDING, STEPHANY ROSE",DEM,CO,5,House,Colorado,Democrat,https://stephanyroseforcongress.com
480,H6CO05159,"LAMBORN, DOUGLAS",REP,CO,5,House,Colorado,Republican,https://www.lambornforcongress.org/
481,H8CO05148,"GLENN, DARRYL",REP,CO,5,House,Colorado,Republican,https://www.darrylglennforcongress.com/
484,H8CO06229,"CROW, JASON",DEM,CO,6,House,Colorado,Democrat,http://jasoncrowforcongress.com
485,H8CO06294,"KULIKOWSKI, JAIMIE",DEM,CO,6,House,Colorado,Democrat,https://jaimielynn.com/
486,H0CO06119,"HOUSE, STEVEN",REP,CO,6,House,Colorado,Republican,https://www.houseforcolorado.com/
488,H8CO06138,"COFFMAN, MIKE REP.",REP,CO,6,House,Colorado,Republican,https://coffmanforcongress.com
489,H8CO06153,"ARMSTRONG, WILLIAM L III",REP,CO,6,House,Colorado,Republican,https://www.armstrongnd.com/
490,H6CO07023,"PERLMUTTER, EDWIN G",DEM,CO,7,House,Colorado,Democrat,https://perlmutterforcolorado.com
492,H8CO07078,"MORENO, DOMINICK",DEM,CO,7,House,Colorado,Democrat,http://www.dominickmoreno.com/
493,H8CO07086,"BAER, DAN",DEM,CO,7,House,Colorado,Democrat,https://danforcolorado.com
495,H8CO07094,"BARRINGTON, MARK",REP,CO,7,House,Colorado,Republican,https://barringtonforcolorado.com/
496,H8CT01046,"LARSON, JOHN B",DEM,CT,1,House,Connecticut,Democrat,http://larsonforcongress.org/
497,H8CT01111,"VISCONTI, JOSEPH B",REP,CT,1,House,Connecticut,Republican,https://joevisconti.org
498,H2CT02112,"COURTNEY, JOSEPH D",DEM,CT,2,House,Connecticut,Democrat,http://www.joecourtney.com/
499,H0CT02140,"NOVAK, DARIA IRENE",REP,CT,2,House,Connecticut,Republican,http://novakforcongress.com/
500,H0CT02199,"GILMER, THOMAS M",REP,CT,2,House,Connecticut,Republican,https://www.gilmerforcongress.com/
501,H0CT02207,"ANDERSON, JUSTIN",REP,CT,2,House,Connecticut,Republican,https://www.justinandersonforcongress.com/
504,H0CT03072,"DELAURO, ROSA L",DEM,CT,3,House,Connecticut,Democrat,https://rosadelauro.com/
506,H0CT03155,"STREICKER, MARGARET",REP,CT,3,House,Connecticut,Republican,https://streicker2020.com/
507,H4CT03082,"BROWN, JAMES E",REP,CT,3,House,Connecticut,Republican,http://www.jamesbrownforcongress.org/James_Brown_For_Congress/Home.html
508,H8CT04172,"HIMES, JIM",DEM,CT,4,House,Connecticut,Democrat,https://www.himesforcongress.com/
509,H0CT04195,"RIDDLE, JONATHAN",REP,CT,4,House,Connecticut,Republican,https://www.riddleforcongress.com/
511,H8CT04057,"SHAYS, CHRISTOPHER",REP,CT,4,House,Connecticut,Republican,http://www.shaysforussenate.com/home/
512,H8CT04214,"ARORA, HARRY",REP,CT,4,House,Connecticut,Republican,http://www.harryforct.com/
513,H2CT05123,"ROBERTI, DANIEL FRANCIS",DEM,CT,5,House,Connecticut,Democrat,https://www.johnfrancisforcongress.com
516,H8CT05203,"PRAVER, SHAUL MARSHALL RABBI",DEM,CT,5,House,Connecticut,Democrat,https://www.elainemarshall.com/
517,H8CT05245,"HAYES, JAHANA",DEM,CT,5,House,Connecticut,Democrat,https://www.jahanahayes.com/
519,H0CT05192,"RODRIGUEZ, RUBEN",REP,CT,5,House,Connecticut,Republican,https://voterodriguez2020.com/
520,H0CT05200,"SULLIVAN, DAVID XAVIER",REP,CT,5,House,Connecticut,Republican,https://davidxsullivan.com/
521,H0CT05226,"HYDE, ROBERT FINLEY",REP,CT,5,House,Connecticut,Republican,https://hydeforsenate.com/
522,H0CT05234,"MEEHAN, RYAN",REP,CT,5,House,Connecticut,Republican,https://ryantmeehan.com/
524,H8CT05187,"SANTOS, MANNY",REP,CT,5,House,Connecticut,Republican,https://santosforcongress.com
527,H0DC00058,"NORTON, ELEANOR HOLMES",DEM,DC,0,House,Washington DC,Democrat,http://www.nortonforcongress.org/
529,H4DC00092,"RIMENSNYDER, NELSON FREDERICK",REP,DC,0,House,Washington DC,Republican,http://www.lewfrederick.org/
530,H0DC01015,"KRUCOFF, DAVID",IND,DC,0,House,Washington DC,Independent,https://www.krucoffforcongress.com/
531,H0DE01017,"CARNEY, JOHN",DEM,DE,0,House,Delaware,Democrat,https://johncarney.org/
533,H6DE00206,"BLUNT ROCHESTER, LISA",DEM,DE,0,House,Delaware,Democrat,https://lisabluntrochester.com/
534,H8DE01044,"MURPHY, LEE",REP,DE,0,House,Delaware,Republican,https://gomurph.com/
535,H8FL01107,"EHR, PHILLIP CHARLES",DEM,FL,1,House,Florida,Democrat,https://www.ehrforcongress.com/
539,H6FL01119,"GAETZ, MATT",REP,FL,1,House,Florida,Republican,https://mattgaetz.com/
541,H6FL01168,"DOSEV, CRIS",REP,FL,1,House,Florida,Republican,https://www.votedosev.com/
542,H6FL01069,"WELLS, TOM",OTH,FL,1,House,Florida,Other,https://tomwellsforcongress.com/index.html
545,H6FL02208,"DUNN, NEAL PATRICK MD, FACS",REP,FL,2,House,Florida,Republican,https://www.nealdunn.com
546,H2FL03130,"DODDS, PHILIP BENJAMIN",DEM,FL,3,House,Florida,Democrat,https://www.brianbenjamin.org
549,H8FL03038,"HINSON, YVONNE HAYES MS",DEM,FL,3,House,Florida,Democrat,https://www.yvonneforflorida.com/
551,H0FL03159,"WELLS, AMY POPE",REP,FL,3,House,Florida,Republican,https://amypopewells.com/
552,H0FL03175,"CAMMACK, KAT",REP,FL,3,House,Florida,Republican,https://www.katforcongress.com/
553,H0FL03191,"ROLLINS, GAVIN",REP,FL,3,House,Florida,Republican,https://gavinrollins.com/
554,H0FL03209,"ST. GEORGE, JAMES",REP,FL,3,House,Florida,Republican,https://www.votestgeorge.com/
555,H0FL03217,"GUINN, KENT",REP,FL,3,House,Florida,Republican,https://kentguinnforflorida.com/
557,H0FL03233,"CHAMBERLIN, RYAN MR.",REP,FL,3,House,Florida,Republican,http://www.ryanchamberlin.com/
558,H0FL03241,"CHASE, TODD",REP,FL,3,House,Florida,Republican,http://www.chaseforflorida.com/
559,H0FL03258,"ENGELBRECHT, CHARLES WILLIAM MR",REP,FL,3,House,Florida,Republican,https://www.billforcongress.us/
562,H2FL06109,"YOHO, THEODORE SCOTT",REP,FL,3,House,Florida,Republican,http://www.tedyoho.com/
563,H8FL03046,"SAPP, JUDSON",REP,FL,3,House,Florida,Republican,http://www.judsonsapp.com/
565,H0FL04157,"DEEGAN, DONNA",DEM,FL,4,House,Florida,Democrat,https://donnadeeganforcongress.com/
566,H8FL04085,"SELMONT, GEORGE AUSTIN",DEM,FL,4,House,Florida,Democrat,https://votehindman.com/
567,H0FL04140,"AGUILAR, ERICK JAVIER DR.",REP,FL,4,House,Florida,Republican,https://peteaguilar.com/
568,H6FL04105,"RUTHERFORD, JOHN",REP,FL,4,House,Florida,Republican,https://johnrutherfordforcongress.com/
569,H0FL04033,"PUESCHEL, DEBORAH KATZ",W,FL,4,House,Florida,Other,http://www.questforamerica.com/pueschel/home.html
570,H0FL02086,"LAWSON, ALFRED JR",DEM,FL,5,House,Florida,Democrat,http://www.allawson.com
571,H0FL05147,"CHESTER, ALBERT II",DEM,FL,5,House,Florida,Democrat,https://www.albertchester.com/
572,H6FL05193,"HOLLOWAY, LASHONDA J",DEM,FL,5,House,Florida,Democrat,http://www.ljhollowayforcongress.com/
574,H0FL05154,"LUSK, MATTHEW MR.",REP,FL,5,House,Florida,Republican,https://www.lusk2020.com/
576,H8FL05157,"FULLER, VIRGINIA",REP,FL,5,House,Florida,Republican,http://www.fullerforcongress.com/
578,H0FL06111,"THRIPP, RICHARD",DEM,FL,6,House,Florida,Democrat,https://thrippforcongress.com/
579,H6FL06134,"TAYLOR, DWAYNE L",DEM,FL,6,House,Florida,Democrat,http://www.dwaynetaylorforcongress.com/
580,H8FL06098,"SODERBERG, NANCY",DEM,FL,6,House,Florida,Democrat,https://soderbergforcongress.com/
581,H6FL06118,"GALLOWAY, G.G.",REP,FL,6,House,Florida,Republican,http://gallowayforcongress.com/
583,H8FL06148,"WALTZ, MICHAEL",REP,FL,6,House,Florida,Republican,https://michaelwaltz.com/
586,H6FL07140,"MURPHY, STEPHANIE",DEM,FL,7,House,Florida,Democrat,http://www.stephaniemurphyforcongress.com
587,H8FL07054,"RICHARDSON, CHARDO",DEM,FL,7,House,Florida,Democrat,https://brandnewcongress.org/Chardo-Richardson
589,H0FL07119,"EDWARDS, JANET",REP,FL,7,House,Florida,Republican,https://votejanedwards.com/
590,H0FL07127,"THIBODEAU, MIKE",REP,FL,7,House,Florida,Republican,https://miketforcongress.com/
591,H0FL07135,"GOBLE, RICHARD",REP,FL,7,House,Florida,Republican,https://gobleforcongress.com/
592,H0FL07143,"VALENTIN, LEO",REP,FL,7,House,Florida,Republican,https://www.leovalentin.com/
593,H0FL07150,"ZHAO, YUKONG",REP,FL,7,House,Florida,Republican,https://yukongzhaoforcongress.com/
595,H0FL07184,"JACKSON, SEAN",REP,FL,7,House,Florida,Republican,http://seanjacksonforcongress.com/sean-p-jackson-home/
599,H0FL07192,"GARLINGTON, WILLIAM",NPA,FL,7,House,Florida,Other,https://www.billgarlingtonforcongress.com/
601,H6FL09187,"GRAYSON, DENA MD, PHD",DEM,FL,8,House,Florida,Democrat,http://denaforcongress.com
604,H8FL15107,"POSEY, BILL",REP,FL,8,House,Florida,Republican,https://billposey.com
606,H6FL08213,"GRAYSON, ALAN MARK",DEM,FL,9,House,Florida,Democrat,https://www.graysonforcongress.com/
607,H6FL09179,"SOTO, DARREN",DEM,FL,9,House,Florida,Democrat,https://www.darrensoto.com
608,H0FL09081,"OLSON, WILLIAM",REP,FL,9,House,Florida,Republican,https://billolsonfl.com/
