,CAND_ID,CAND_NAME,CAND_PTY_AFFILIATION,CAND_OFFICE_ST,CAND_OFFICE_DISTRICT,CAND_ICI,ELECT_TYPE,STATE_FULL,CAND_PTY_AFFILIATION_FULL,search_query,campaign_results_list
137,H2CA01169,"SAGOO, GURPINDER SINGH",REP,CA,1,,House,California,Republican,"SAGOO, GURPINDER SINGH Republican California House","SAGOO, GURPINDER SINGH Republican California House 2021"
138,H2CA02142,"LAMALFA, DOUG",REP,CA,1,Incumbent,House,California,Republican,"LAMALFA, DOUG Republican California House","LAMALFA, DOUG Republican California House 2021"
139,H0CA02153,"MANGAS MONIZ, RACHEL OLIVIA",DEM,CA,2,Challenger,House,California,Democrat,"MANGAS MONIZ, RACHEL OLIVIA Democrat California House","MANGAS MONIZ, RACHEL OLIVIA Democrat California House 2021"
140,H2CA06259,"HUFFMAN, JARED",DEM,CA,2,Incumbent,House,California,Democrat,"HUFFMAN, JARED Democrat California House","HUFFMAN, JARED Democrat California House 2021"
141,H4CA02098,"MENSING, DALE KENNETH",REP,CA,2,Challenger,House,California,Republican,"MENSING, DALE KENNETH Republican California House","MENSING, DALE KENNETH Republican California House 2021"
142,H0CA10149,"GARAMENDI, JOHN",DEM,CA,3,Incumbent,House,California,Democrat,"GARAMENDI, JOHN Democrat California House","GARAMENDI, JOHN Democrat California House 2021"
143,H0CA03128,"HAMILTON, TAMIKA",REP,CA,3,Challenger,House,California,Republican,"HAMILTON, TAMIKA Republican California House","HAMILTON, TAMIKA Republican California House 2021"
144,H0CA03136,"VAN DYKE, GREGORY",REP,CA,3,Challenger,House,California,Republican,"VAN DYKE, GREGORY Republican California House","VAN DYKE, GREGORY Republican California House 2021"
145,H0CA03144,"FEUCHT, J.C. SEAN",REP,CA,3,Challenger,House,California,Republican,"FEUCHT, J.C. SEAN Republican California House","FEUCHT, J.C. SEAN Republican California House 2021"
146,H4CA03096,"LOGUE, DANIEL",REP,CA,3,Challenger,House,California,Republican,"LOGUE, DANIEL Republican California House","LOGUE, DANIEL Republican California House 2021"
147,H6CA03067,"SCHAUPP, CHARLES EUGENE",REP,CA,3,Challenger,House,California,Republican,"SCHAUPP, CHARLES EUGENE Republican California House","SCHAUPP, CHARLES EUGENE Republican California House 2021"
148,H0CA04175,"KENNEDY, BRYNNE",DEM,CA,4,Challenger,House,California,Democrat,"KENNEDY, BRYNNE Democrat California House","KENNEDY, BRYNNE Democrat California House 2021"
149,H8CA04210,"MORSE, JESSICA",DEM,CA,4,Challenger,House,California,Democrat,"MORSE, JESSICA Democrat California House","MORSE, JESSICA Democrat California House 2021"
150,H0CA04183,"BENZEL, JULIANNE ELIZABETH MRS.",REP,CA,4,Challenger,House,California,Republican,"BENZEL, JULIANNE ELIZABETH MRS. Republican California House","BENZEL, JULIANNE ELIZABETH MRS. Republican California House 2021"
151,H8CA04152,"MCCLINTOCK, THOMAS",REP,CA,4,Incumbent,House,California,Republican,"MCCLINTOCK, THOMAS Republican California House","MCCLINTOCK, THOMAS Republican California House 2021"
152,H0CA05115,"TYLER, JOHN WESLEY",DEM,CA,5,Challenger,House,California,Democrat,"TYLER, JOHN WESLEY Democrat California House","TYLER, JOHN WESLEY Democrat California House 2021"
153,H8CA01109,"THOMPSON, MIKE MR.",DEM,CA,5,Incumbent,House,California,Democrat,"THOMPSON, MIKE MR. Democrat California House","THOMPSON, MIKE MR. Democrat California House 2021"
154,H0CA05107,"GIBLIN, SCOTT",REP,CA,5,Challenger,House,California,Republican,"GIBLIN, SCOTT Republican California House","GIBLIN, SCOTT Republican California House 2021"
155,H0CA06162,"EMARD, BENJAMIN",DEM,CA,6,Challenger,House,California,Democrat,"EMARD, BENJAMIN Democrat California House","EMARD, BENJAMIN Democrat California House 2021"
156,H6CA05195,"MATSUI, DORIS",DEM,CA,6,Incumbent,House,California,Democrat,"MATSUI, DORIS Democrat California House","MATSUI, DORIS Democrat California House 2021"
157,H0CA06170,"BISH, CHRISTINE",REP,CA,6,Challenger,House,California,Republican,"BISH, CHRISTINE Republican California House","BISH, CHRISTINE Republican California House 2021"
158,H0CA03078,"BERA, AMERISH",DEM,CA,7,Incumbent,House,California,Democrat,"BERA, AMERISH Democrat California House","BERA, AMERISH Democrat California House 2021"
159,H0CA07129,"BURDICK, JEFF",DEM,CA,7,Challenger,House,California,Democrat,"BURDICK, JEFF Democrat California House","BURDICK, JEFF Democrat California House 2021"
160,H0CA07137,"PATTERSON, ROBERT BUZZ",REP,CA,7,Challenger,House,California,Republican,"PATTERSON, ROBERT BUZZ Republican California House","PATTERSON, ROBERT BUZZ Republican California House 2021"
161,H0CA07152,"IVY, JON",REP,CA,7,Challenger,House,California,Republican,"IVY, JON Republican California House","IVY, JON Republican California House 2021"
162,H0CA11352,"EMKEN, ELIZABETH",REP,CA,7,Challenger,House,California,Republican,"EMKEN, ELIZABETH Republican California House","EMKEN, ELIZABETH Republican California House 2021"
163,H4CA07055,"BIRMAN, IGOR A",REP,CA,7,Challenger,House,California,Republican,"BIRMAN, IGOR A Republican California House","BIRMAN, IGOR A Republican California House 2021"
164,H8CA07056,"GRANT, ANDREW",REP,CA,7,Challenger,House,California,Republican,"GRANT, ANDREW Republican California House","GRANT, ANDREW Republican California House 2021"
165,H0CA08101,"BUBSER, CHRISTINE",DEM,CA,8,Open seat,House,California,Democrat,"BUBSER, CHRISTINE Democrat California House","BUBSER, CHRISTINE Democrat California House 2021"
166,H0CA08143,"CONAWAY, ROBERT DEAN",DEM,CA,8,Open seat,House,California,Democrat,"CONAWAY, ROBERT DEAN Democrat California House","CONAWAY, ROBERT DEAN Democrat California House 2021"
167,H0CA08150,"ELLARS, JAMES ROBERT",DEM,CA,8,Open seat,House,California,Democrat,"ELLARS, JAMES ROBERT Democrat California House","ELLARS, JAMES ROBERT Democrat California House 2021"
168,H0CA08226,"GOMEZ, BLANCA",DEM,CA,8,Challenger,House,California,Democrat,"GOMEZ, BLANCA Democrat California House","GOMEZ, BLANCA Democrat California House 2021"
169,H8CA08112,"DOYLE, MARGE",DEM,CA,8,Challenger,House,California,Democrat,"DOYLE, MARGE Democrat California House","DOYLE, MARGE Democrat California House 2021"
170,H0CA08127,"STAAT, JEREMY",REP,CA,8,Open seat,House,California,Republican,"STAAT, JEREMY Republican California House","STAAT, JEREMY Republican California House 2021"
171,H0CA08135,"OBERNOLTE, JAY",REP,CA,8,Open seat,House,California,Republican,"OBERNOLTE, JAY Republican California House","OBERNOLTE, JAY Republican California House 2021"
172,H0CA08176,"CARON, CRAYA CONRADINA DR.",REP,CA,8,Open seat,House,California,Republican,"CARON, CRAYA CONRADINA DR. Republican California House","CARON, CRAYA CONRADINA DR. Republican California House 2021"
173,H2CA08164,"COOK, PAUL",REP,CA,8,Incumbent,House,California,Republican,"COOK, PAUL Republican California House","COOK, PAUL Republican California House 2021"
174,H4CA08111,"CONOVER, RODNEY LEE",REP,CA,8,Challenger,House,California,Republican,"CONOVER, RODNEY LEE Republican California House","CONOVER, RODNEY LEE Republican California House 2021"
175,H8CA08120,"DONNELLY, TIMOTHY M.",REP,CA,8,Open seat,House,California,Republican,"DONNELLY, TIMOTHY M. Republican California House","DONNELLY, TIMOTHY M. Republican California House 2021"
176,H0CA08168,"ESMUS, JEFF",NON,CA,8,Open seat,House,California,Other,"ESMUS, JEFF Other California House","ESMUS, JEFF Other California House 2021"
177,H4CA11081,"MCNERNEY, GERALD MARK",DEM,CA,9,Incumbent,House,California,Democrat,"MCNERNEY, GERALD MARK Democrat California House","MCNERNEY, GERALD MARK Democrat California House 2021"
178,H0CA09109,"MARTINEK, WILLIAM CHARLES",REP,CA,9,Challenger,House,California,Republican,"MARTINEK, WILLIAM CHARLES Republican California House","MARTINEK, WILLIAM CHARLES Republican California House 2021"
179,H0CA09125,"AMADOR, ANTONIO",REP,CA,9,Challenger,House,California,Republican,"AMADOR, ANTONIO Republican California House","AMADOR, ANTONIO Republican California House 2021"
180,H8CA09144,"LIVENGOOD, MARLA",REP,CA,9,Challenger,House,California,Republican,"LIVENGOOD, MARLA Republican California House","LIVENGOOD, MARLA Republican California House 2021"
181,H0CA10289,"BLEVINS, RYAN",DEM,CA,10,Challenger,House,California,Democrat,"BLEVINS, RYAN Democrat California House","BLEVINS, RYAN Democrat California House 2021"
182,H2CA00096,"BARKLEY, MICHAEL JAMES MR.",DEM,CA,10,Challenger,House,California,Democrat,"BARKLEY, MICHAEL JAMES MR. Democrat California House","BARKLEY, MICHAEL JAMES MR. Democrat California House 2021"
183,H4CA10075,"EGGMAN, MICHAEL RAY",DEM,CA,10,Challenger,House,California,Democrat,"EGGMAN, MICHAEL RAY Democrat California House","EGGMAN, MICHAEL RAY Democrat California House 2021"
184,H8CA10126,"HARDER, JOSH",DEM,CA,10,Incumbent,House,California,Democrat,"HARDER, JOSH Democrat California House","HARDER, JOSH Democrat California House 2021"
185,H8CA10175,"MADUENO, VIRGINIA",DEM,CA,10,Challenger,House,California,Democrat,"MADUENO, VIRGINIA Democrat California House","MADUENO, VIRGINIA Democrat California House 2021"
186,H0CA10248,"DOSSETT, CHARLES",REP,CA,10,Challenger,House,California,Republican,"DOSSETT, CHARLES Republican California House","DOSSETT, CHARLES Republican California House 2021"
187,H0CA10263,"SOUSA LIVENGOOD, MARLA",REP,CA,10,Challenger,House,California,Republican,"SOUSA LIVENGOOD, MARLA Republican California House","SOUSA LIVENGOOD, MARLA Republican California House 2021"
188,H0CA10271,"ELLIOTT, BOB",REP,CA,10,Challenger,House,California,Republican,"ELLIOTT, BOB Republican California House","ELLIOTT, BOB Republican California House 2021"
189,H0CA19173,"DENHAM, JEFF",REP,CA,10,Challenger,House,California,Republican,"DENHAM, JEFF Republican California House","DENHAM, JEFF Republican California House 2021"
190,H8CA10209,"HOWZE, TED D II",REP,CA,10,Challenger,House,California,Republican,"HOWZE, TED D II Republican California House","HOWZE, TED D II Republican California House 2021"
191,H0CA10073,"DESAULNIER, MARK",DEM,CA,11,Incumbent,House,California,Democrat,"DESAULNIER, MARK Democrat California House","DESAULNIER, MARK Democrat California House 2021"
192,H8CA11090,"LYTTON, ALVA",DEM,CA,11,Challenger,House,California,Democrat,"LYTTON, ALVA Democrat California House","LYTTON, ALVA Democrat California House 2021"
193,H0CA11303,"GOEHRING, BRAD",REP,CA,11,Challenger,House,California,Republican,"GOEHRING, BRAD Republican California House","GOEHRING, BRAD Republican California House 2021"
194,H0CA15262,"SHARMA, NISHA",REP,CA,11,Open seat,House,California,Republican,"SHARMA, NISHA Republican California House","SHARMA, NISHA Republican California House 2021"
195,H0CA12111,"BACELAR, AGATHA",DEM,CA,12,Challenger,House,California,Democrat,"BACELAR, AGATHA Democrat California House","BACELAR, AGATHA Democrat California House 2021"
196,H0CA12129,"GALLAGHER, TOM",DEM,CA,12,Challenger,House,California,Democrat,"GALLAGHER, TOM Democrat California House","GALLAGHER, TOM Democrat California House 2021"
197,H8CA05035,"PELOSI, NANCY",DEM,CA,12,Incumbent,House,California,Democrat,"PELOSI, NANCY Democrat California House","PELOSI, NANCY Democrat California House 2021"
198,H8CA12239,"JAFFE, STEPHEN R",DEM,CA,12,Challenger,House,California,Democrat,"JAFFE, STEPHEN R Democrat California House","JAFFE, STEPHEN R Democrat California House 2021"
199,H8CA12262,"BUTTAR, SHAHID",DEM,CA,12,Challenger,House,California,Democrat,"BUTTAR, SHAHID Democrat California House","BUTTAR, SHAHID Democrat California House 2021"
200,H0CA12137,"LORRAINE, DEANNA",REP,CA,12,Challenger,House,California,Republican,"LORRAINE, DEANNA Republican California House","LORRAINE, DEANNA Republican California House 2021"
201,H8CA09060,"LEE, BARBARA",DEM,CA,13,Incumbent,House,California,Democrat,"LEE, BARBARA Democrat California House","LEE, BARBARA Democrat California House 2021"
202,H0CA13127,"PITERMAN, KONSTANTINE NIKKA-SHER",REP,CA,13,Challenger,House,California,Republican,"PITERMAN, KONSTANTINE NIKKA-SHER Republican California House","PITERMAN, KONSTANTINE NIKKA-SHER Republican California House 2021"
203,H0CA14117,"GOODROW, CRISTOS JON",DEM,CA,14,Challenger,House,California,Democrat,"GOODROW, CRISTOS JON Democrat California House","GOODROW, CRISTOS JON Democrat California House 2021"
204,H8CA12171,"SPEIER, JACKIE",DEM,CA,14,Incumbent,House,California,Democrat,"SPEIER, JACKIE Democrat California House","SPEIER, JACKIE Democrat California House 2021"
205,H0CA14109,"TAYLOR, ERIC",IND,CA,14,Challenger,House,California,Independent,"TAYLOR, ERIC Independent California House","TAYLOR, ERIC Independent California House 2021"
206,H0CA15171,"SIMITIAN, S JOSEPH",DEM,CA,15,,House,California,Democrat,"SIMITIAN, S JOSEPH Democrat California House","SIMITIAN, S JOSEPH Democrat California House 2021"
207,H0CA15213,"WAHAB, AISHA",DEM,CA,15,Open seat,House,California,Democrat,"WAHAB, AISHA Democrat California House","WAHAB, AISHA Democrat California House 2021"
208,H0CA15221,"WIECKOWSKI, ROBERT",DEM,CA,15,Open seat,House,California,Democrat,"WIECKOWSKI, ROBERT Democrat California House","WIECKOWSKI, ROBERT Democrat California House 2021"
209,H0CA15254,"INTAL, AUSTIN",DEM,CA,15,Open seat,House,California,Democrat,"INTAL, AUSTIN Democrat California House","INTAL, AUSTIN Democrat California House 2021"
210,H2CA15094,"SWALWELL, ERIC MICHAEL",DEM,CA,15,Incumbent,House,California,Democrat,"SWALWELL, ERIC MICHAEL Democrat California House","SWALWELL, ERIC MICHAEL Democrat California House 2021"
211,H0CA15247,"HAYDEN, ALISON",REP,CA,15,Open seat,House,California,Republican,"HAYDEN, ALISON Republican California House","HAYDEN, ALISON Republican California House 2021"
212,H0CA16112,"WILLIAMS, KIM",DEM,CA,16,Challenger,House,California,Democrat,"WILLIAMS, KIM Democrat California House","WILLIAMS, KIM Democrat California House 2021"
213,H0CA16138,"SORIA, ESMERALDA",DEM,CA,16,Challenger,House,California,Democrat,"SORIA, ESMERALDA Democrat California House","SORIA, ESMERALDA Democrat California House 2021"
214,H4CA20082,"COSTA, JIM MR.",DEM,CA,16,Incumbent,House,California,Democrat,"COSTA, JIM MR. Democrat California House","COSTA, JIM MR. Democrat California House 2021"
215,H0CA16120,"COOKINGHAM, KEVIN",REP,CA,16,Challenger,House,California,Republican,"COOKINGHAM, KEVIN Republican California House","COOKINGHAM, KEVIN Republican California House 2021"
216,H2CA16100,"TACHERRA, JOHNNY",REP,CA,16,Challenger,House,California,Republican,"TACHERRA, JOHNNY Republican California House","TACHERRA, JOHNNY Republican California House 2021"
217,H8CA16065,"HENG, ELIZABETH",UNK,CA,16,Challenger,House,California,Other,"HENG, ELIZABETH Other California House","HENG, ELIZABETH Other California House 2021"
218,H0CA15148,"HONDA, MIKE",DEM,CA,17,Incumbent,House,California,Democrat,"HONDA, MIKE Democrat California House","HONDA, MIKE Democrat California House 2021"
219,H4CA12055,"KHANNA, ROHIT",DEM,CA,17,Incumbent,House,California,Democrat,"KHANNA, ROHIT Democrat California House","KHANNA, ROHIT Democrat California House 2021"
220,H0CA17193,"TANDON, RITESH",REP,CA,17,Challenger,House,California,Republican,"TANDON, RITESH Republican California House","TANDON, RITESH Republican California House 2021"
221,H0CA18068,"KUMAR, RISHI",DEM,CA,18,Challenger,House,California,Democrat,"KUMAR, RISHI Democrat California House","KUMAR, RISHI Democrat California House 2021"
222,H2CA18130,"TANAKA, GREG",DEM,CA,18,,House,California,Democrat,"TANAKA, GREG Democrat California House","TANAKA, GREG Democrat California House 2021"
223,H8CA12098,"ESHOO, ANNA G",DEM,CA,18,Incumbent,House,California,Democrat,"ESHOO, ANNA G Democrat California House","ESHOO, ANNA G Democrat California House 2021"
224,H0CA18084,"FOX, DR. RICHARD B",REP,CA,18,Challenger,House,California,Republican,"FOX, DR. RICHARD B Republican California House","FOX, DR. RICHARD B Republican California House 2021"
225,H0CA19207,"TORRES, IVAN",DEM,CA,19,Challenger,House,California,Democrat,"TORRES, IVAN Democrat California House","TORRES, IVAN Democrat California House 2021"
226,H4CA16049,"LOFGREN, ZOE",DEM,CA,19,Incumbent,House,California,Democrat,"LOFGREN, ZOE Democrat California House","LOFGREN, ZOE Democrat California House 2021"
227,H0CA39114,"CRUZ-LARA, IGNACIO ISRAEL",REP,CA,19,Challenger,House,California,Republican,"CRUZ-LARA, IGNACIO ISRAEL Republican California House","CRUZ-LARA, IGNACIO ISRAEL Republican California House 2021"
228,H8CA19051,"AGUILERA, JUSTIN",REP,CA,19,Challenger,House,California,Republican,"AGUILERA, JUSTIN Republican California House","AGUILERA, JUSTIN Republican California House 2021"
229,H0CA20130,"BOLA?OS SCOW, ADAM",DEM,CA,20,Challenger,House,California,Democrat,"BOLA?OS SCOW, ADAM Democrat California House","BOLA?OS SCOW, ADAM Democrat California House 2021"
230,H6CA20152,"PANETTA, JIMMY",DEM,CA,20,Incumbent,House,California,Democrat,"PANETTA, JIMMY Democrat California House","PANETTA, JIMMY Democrat California House 2021"
231,H6CA21176,"HAZE, ERNEST STEVEN",DEM,CA,20,Challenger,House,California,Democrat,"HAZE, ERNEST STEVEN Democrat California House","HAZE, ERNEST STEVEN Democrat California House 2021"
232,H0CA20122,"GORMAN, JEFF",REP,CA,20,Challenger,House,California,Republican,"GORMAN, JEFF Republican California House","GORMAN, JEFF Republican California House 2021"
233,H2CA21175,"PARRA, NICOLE",DEM,CA,21,,House,California,Democrat,"PARRA, NICOLE Democrat California House","PARRA, NICOLE Democrat California House 2021"
234,H6CA21218,"HUERTA, EMILIO J. MR.",DEM,CA,21,Challenger,House,California,Democrat,"HUERTA, EMILIO J. MR. Democrat California House","HUERTA, EMILIO J. MR. Democrat California House 2021"
235,H8CA10167,"COX, TERRENCE JOHN (TJ)",DEM,CA,21,Incumbent,House,California,Democrat,"COX, TERRENCE JOHN (TJ) Democrat California House","COX, TERRENCE JOHN (TJ) Democrat California House 2021"
236,H2CA20094,"VALADAO, DAVID",REP,CA,21,Challenger,House,California,Republican,"VALADAO, DAVID Republican California House","VALADAO, DAVID Republican California House 2021"
237,H0CA22094,"REZVANI SARABI, AMIR DARYOUSH",DEM,CA,22,Challenger,House,California,Democrat,"REZVANI SARABI, AMIR DARYOUSH Democrat California House","REZVANI SARABI, AMIR DARYOUSH Democrat California House 2021"
238,H0CA22102,"ARBALLO, PHIL",DEM,CA,22,Challenger,House,California,Democrat,"ARBALLO, PHIL Democrat California House","ARBALLO, PHIL Democrat California House 2021"
239,H2CA22140,"LEE, OTTO",DEM,CA,22,Challenger,House,California,Democrat,"LEE, OTTO Democrat California House","LEE, OTTO Democrat California House 2021"
240,H8CA22139,"JANZ, ANDREW",DEM,CA,22,Challenger,House,California,Democrat,"JANZ, ANDREW Democrat California House","JANZ, ANDREW Democrat California House 2021"
241,H8CA22147,"FRANCO, RICARDO JOSE",DEM,CA,22,Challenger,House,California,Democrat,"FRANCO, RICARDO JOSE Democrat California House","FRANCO, RICARDO JOSE Democrat California House 2021"
242,H8CA22154,"BLIATOUT, BOBBY",DEM,CA,22,Challenger,House,California,Democrat,"BLIATOUT, BOBBY Democrat California House","BLIATOUT, BOBBY Democrat California House 2021"
243,H8CA20059,"NUNES, DEVIN G.",REP,CA,22,Incumbent,House,California,Republican,"NUNES, DEVIN G. Republican California House","NUNES, DEVIN G. Republican California House 2021"
244,H0CA22128,"HILL, HEMAN L",IND,CA,22,Challenger,House,California,Independent,"HILL, HEMAN L Independent California House","HILL, HEMAN L Independent California House 2021"
245,H0CA22110,"GARCIA, ERIC",NPA,CA,22,Challenger,House,California,Other,"GARCIA, ERIC Other California House","GARCIA, ERIC Other California House 2021"
246,H0CA23167,"MANGONE, KIM",DEM,CA,23,Challenger,House,California,Democrat,"MANGONE, KIM Democrat California House","MANGONE, KIM Democrat California House 2021"
247,H8CA23103,"MATTA, TATIANA",DEM,CA,23,Challenger,House,California,Democrat,"MATTA, TATIANA Democrat California House","MATTA, TATIANA Democrat California House 2021"
248,H8CA23111,"WILSON, KURTIS",DEM,CA,23,Challenger,House,California,Democrat,"WILSON, KURTIS Democrat California House","WILSON, KURTIS Democrat California House 2021"
249,H8CA23129,"BARRO, MARY",DEM,CA,23,Challenger,House,California,Democrat,"BARRO, MARY Democrat California House","BARRO, MARY Democrat California House 2021"
250,H6CA22125,"MCCARTHY, KEVIN",REP,CA,23,Incumbent,House,California,Republican,"MCCARTHY, KEVIN Republican California House","MCCARTHY, KEVIN Republican California House 2021"
251,H6CA24303,"CARBAJAL, SALUD O.",DEM,CA,24,Incumbent,House,California,Democrat,"CARBAJAL, SALUD O. Democrat California House","CARBAJAL, SALUD O. Democrat California House 2021"
252,H0CA24157,"CALDWELL, JAMES ANDREW",REP,CA,24,Challenger,House,California,Republican,"CALDWELL, JAMES ANDREW Republican California House","CALDWELL, JAMES ANDREW Republican California House 2021"
253,H4CA24142,"FAREED, JUSTIN",REP,CA,24,Challenger,House,California,Republican,"FAREED, JUSTIN Republican California House","FAREED, JUSTIN Republican California House 2021"
254,H6CA21028,"GALLEGLY, ELTON",REP,CA,24,Challenger,House,California,Republican,"GALLEGLY, ELTON Republican California House","GALLEGLY, ELTON Republican California House 2021"
255,H6CA24279,"TENENBAUM, MICHAEL",REP,CA,24,Challenger,House,California,Republican,"TENENBAUM, MICHAEL Republican California House","TENENBAUM, MICHAEL Republican California House 2021"
256,H8CA24150,"WOODY, MICHAEL ERIN",REP,CA,24,Challenger,House,California,Republican,"WOODY, MICHAEL ERIN Republican California House","WOODY, MICHAEL ERIN Republican California House 2021"
257,H0CA25154,"SMITH, CHRISTY",DEM,CA,25,Challenger,House,California,Democrat,"SMITH, CHRISTY Democrat California House","SMITH, CHRISTY Democrat California House 2021"
258,H0CA25212,"VALDEZ-ORTEGA, ANIBAL MR.",DEM,CA,25,Challenger,House,California,Democrat,"VALDEZ-ORTEGA, ANIBAL MR. Democrat California House","VALDEZ-ORTEGA, ANIBAL MR. Democrat California House 2021"
